,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
334,"Rain and gusty winds continued to lash areas in Gudalur and Pandalur taluks and tribal settlements in the regions were the worst affected. Heavy rain caused havoc in some parts of the hill district with water entering seven houses of Thenvayal, a tribal colony near Puthurvayal in Gudalur and landslides occurred at Avalanche affecting traffic movement in the region on Thursday. Residents were evacuated to a nearby school and provided with relief. Similarly, 25 houses in Hirivayal of Gudalur block were affected due to rains.  Traffic was affected on some road as trees fell. Collector Archana Patnaik visited the affected areas and reviewed the situation.",www.newindianexpress.com,http://www.newindianexpress.com/states/tamil_nadu/Landslides-after-rain-in-Nilgiris/2013/07/26/article1702573.ece,"Avalanche, Nilgiris, Tamil Nadu",Tamil Nadu,,"Avalanche, Nilgiris, Tamil Nadu",25/07/2013 0:00,downpour,,,11.3192,76.5959,2013-07-25,00:00:00,7.0,Jul
335,The train traffic at Thiruvananthapuram has been disrupted due to heavy incessant rain which has caused waterlogging on railway tracks and landslides at several places including the yard at Thiruvananthapuram Central station and Nagarcoil on Wednesday.,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-11-13/thiruvananthapuram/44028783_1_train-traffic-mangalore-central-parasuram-express-heavy-rain,"Thampanoor, Thiruvananthapuram, Kerala",Kerala,,"Thampanoor, Thiruvananthapuram, Kerala",13/11/2013 0:00,downpour,0.0,,8.4863,76.9517,2013-11-13,00:00:00,11.0,Nov
336,"The Daporijo district headquarters is cut off from other circle headquarters of UpperSubansiri for the last two months due to landslides. Massive landslides triggered by heavy rainfall have blocked roads at numerous points, cutting off more than 60 villages under Gusar and Giba circles. There is acute shortage of essential items in the two circles, a source said here on Saturday. A samiti member of Tator Tani-V under Gusar Anchal block said about 3,000 people of the entire Tator Bango area have been affected by the choking of the lone PWD road. The authorities could not clear the road due to shortage of men and machinery, he said.",articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-28/guwahati/40848148_1_daporijo-upper-subansiri-landslides,Upper Subansiri,Arunachal Pradesh,,Upper Subansiri,01/06/2013 0:00,downpour,,,27.8776,94.25,2013-01-06,00:00:00,1.0,Jan
337,"A man and his two minor sons were killed after their house here collapsed following a landslide Friday, police said. The accident took place in Lalunggaon area.Police said that incessant rains in the area since Thursday evening led to the landslide. ",twocircles.net,http://twocircles.net/2012jun22/landslide_kills_three_assam.html,"Lalunggaon, Guwahati,  Assam",Assam,,"Lalunggaon, Guwahati,  Assam",20/06/2012 0:00,downpour,,,26.149,91.7351,2012-06-20,00:00:00,6.0,Jun
338,"Incessant rainfall leading to landslides has affected the annual Raid-de-Himalaya motor rally in Himachal Pradesh starting Oct 10, as some routes may have to be abandoned due to the closure of roads. Besides, a few high mountain passes like Tanglang La and Lachung La would be avoided due to bad road conditions, he added. He said almost all the competitive stages on day one and two were blocked by landslides, but efforts were on to get them cleared as soon as possible. Dates Uncertain",prokerala,http://www.prokerala.com/news/articles/a172607.html,"Roads between Sunnu Pal and Chail, Himachal Pradesh",Himachal Pradesh,,"Roads between Sunnu Pal and Chail, Himachal Pradesh",04/10/2010 0:00,downpour,0.0,,30.9546,77.1792,2010-04-10,00:00:00,4.0,Apr
339,"As a result of sudden landslide that took place at Thokkottu, three vehicles ended up in a crater created by the landslide.  The incident took place at 11 pm near Maya Bar on Friday night of June 24. People gathered were surprised to see three vehicles in the crater. It is said that while widening the road, the height of the road was increased by using soil. People said, a well was closed in that process without using sufficient soil but with the help of a thin concrete layer. This ‘patch work’ has ended in the landslide now. Luckily there was no harm to human beings who are always seen talking in the area.",Daiji Worldwide,http://www.daijiworld.com/news/news_disp.asp?n_id=401085,"Maya Bar, Thokkottu, India",Karnataka,,"Maya Bar, Thokkottu, India",24/06/2016 23:00,downpour,0.0,0.0,12.8157,74.8586,2016-06-24,23:00:00,6.0,Jun
340,"South Assam's Barrak valley has been cut off from the rest of the country due to heavy landslides. Northeast Frontier Railway sources said heavy rain have caused landslide in five places between Haranjao and Mailongdifa railway stations. A ""small"" track will be cleared within a couple of hours but the bigger one will take time but the work is on full swing, officials said. Due to this normal train services between Silchar, Lumding and Guwahati will be suspended.",ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/barrak-valley-cut-off-due-to-heavy-landslides/1007155.html,"Guwahati, Assam",Assam,,"Guwahati, Assam",02/06/2012 0:00,downpour,,,26.1475,91.7356,2012-02-06,00:00:00,2.0,Feb
341,Mudslides also occurred along Tamenglong- Khongsang road at many spots.,e-pao.net,http://e-pao.net/GP.asp?src=24..050913.sep13,"Tamenglong- Khongsang Road, Manipur",Manipur,,"Tamenglong- Khongsang Road, Manipur",01/09/2013 0:00,continuous_rain,0.0,,24.9037,93.487,2013-01-09,00:00:00,1.0,Jan
342,"Torrential rain in the last many days has created havoc in many places of Senapati district. According to sources, vehicular and human movements have been completely halted. Removal of trees and loose soil are expected to take many weeks before normal movement along the road can begin. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,22 kms to 30 kms between Sangkungmai and Willong,Manipur,,22 kms to 30 kms between Sangkungmai and Willong,22/07/2015 0:00,continuous_rain,0.0,0.0,25.4538,93.9827,2015-07-22,00:00:00,7.0,Jul
343,"Landslide in Finchaytaar, Lodhoma, Darjeeling. There was a landslide nearby recently that killed three. Locals think this is caused from the nearby hydro project that uses explosives. Those impacted by landslide were moved to community hall.",I Love Siliguri,http://ilovesiliguri.com/landslides-last-night-threatens-6-more-homes-at-finchaytaar-lodhoma-in-darjeeling/,"Finchaytaar, Lodhoma, Darjeeling, India",West Bengal,,"Finchaytaar, Lodhoma, Darjeeling, India",26/07/2016 23:00,downpour,0.0,0.0,27.1027,88.1218,2016-07-26,23:00:00,7.0,Jul
344,"Meanwhile, a massive landslide occurred at Thillong Village, Doyang along the state highway 1, Wokha to Merapani road. Chairman, Thillong Village Council, Wokha, Samuel, Y. Patton in a press release stated five residential buildings have been destroyed and human lives are put at stake if immediate steps are not initiated to clear this landslide.",www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",Nagaland,,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",01/07/2013 0:00,downpour,0.0,,26.1147,94.3864,2013-01-07,00:00:00,1.0,Jan
345,"Fresh snowfall around Jawahar tunnel and landslides at Digdole and Panthal had resulted in closure of the 294-km Srinagar-Jammu national highway.  ...  Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.",dnaindia,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,"Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir",Jammu and Kashmir,,"Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir",13/02/2011 0:00,snowfall_snowmelt,0.0,,33.3037,75.1827,2011-02-13,00:00:00,2.0,Feb
346,"(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic jams and the Chopal road was also blocked by landslides – disrupting marketing operations of apples.  Elsewhere, the Karsog-Mandi road, Karsog-Rampur road, Kasauli-Parwanoo road, Kumarhatti-Nahan road, Pulbhal-Solan road, Rajgarh-Habban road and several others blocked.",himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,"Pulbhal(?)-Solan rd, Himachal Pradesh",Himachal Pradesh,,"Pulbhal(?)-Solan rd, Himachal Pradesh",19/09/2010 0:00,downpour,0.0,,30.9035,77.0965,2010-09-19,00:00:00,9.0,Sep
347,highways blocked,FluTrackers,http://www.flutrackers.com/forum/showthread.php?t=53065,"Panthihal, Srinagar-Jammu highway",Jammu and Kashmir,,"Panthihal, Srinagar-Jammu highway",16/01/2008 0:00,snowfall_snowmelt,,,33.2537,75.2006,2008-01-16,00:00:00,1.0,Jan
348,"Four people of a family were killed on Sunday in a landslide at sanjeevinagar area in Visakhapatnam. The landslide occurred early morning today and the rescue team immediately reached the spot. The deceased members of the family have been identified as Suryanarayana (65), adhilakshmi (55), sriram (22) and Sadhinarayana (7). “This kind of area is known for these kind of disasters. We have a technical team consisting of geologist, morphologist who will study and submit a report in two weeks. We will submit this report to district committee. We have to take hard decisions to ensure that such accidents do not take place in the future,” VMC Commissioner Praveen Kumar said.",The New India Express,http://www.newindianexpress.com/nation/Four-Killed-in-Landslide-in-Visakhapatnam/2015/12/20/article3187528.ece,sanjeevinagar area,Tamil Nadu,,sanjeevinagar area,20/12/2015 9:00,unknown,4.0,0.0,10.8319,78.7075,2015-12-20,09:00:00,12.0,Dec
349,"destroyed a house, killed 1 and injured 1",Telegraph India,http://www.telegraphindia.com/1070911/asp/siliguri/story_8300563.asp,Rhodong village near Rhey in East Sikkim,Sikkim,,Rhodong village near Rhey in East Sikkim,10/09/2007 0:00,rain,,,27.3425,88.6236,2007-10-09,00:00:00,10.0,Oct
350,"One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.",Indian Express,http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/,"Bilaipur, Hailakandi district, Assam, India",Assam,,"Bilaipur, Hailakandi district, Assam, India",18/05/2016 8:00,continuous_rain,2.0,0.0,24.5202,92.7239,2016-05-18,08:00:00,5.0,May
351,"A construction worker was killed and three others were injured when earth caved in at Kamarajar Nagar in Valparai on Monday afternoon. The incident took place at a construction site located about half a kilometre from Valparai police station. The deceased was identified as C. Balasubramaniyan (40) of Kamarajar Nagar. The injured are P. Ayyappan (37), P. Vignesh (19) and S. Buvan (20) of Pudhu Thottam. They were working at a site near Valparai to Pollachi Road.  On Monday, the workers were building a wall to prevent mud from caving in. Around 12.10 p.m., a pile of mud fell on them. Fire and Rescue Services personnel rescued Ayyappan and Buvan first..",The Hindu,http://www.thehindu.com/news/cities/Coimbatore/mudslide-leaves-one-dead-at-valparai/article8577832.ece,".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",Tamil Nadu,,".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",09/05/2016 12:10,construction,1.0,3.0,10.3316,76.9592,2016-09-05,12:10:00,9.0,Sep
